Dist Code,Year,State Code,State Name,Dist Name,RICE HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PEARL MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),BARLEY HARVEST PRICE (Rs per Quintal),CHICKPEA HARVEST PRICE (Rs per Quintal),PIGEONPEA HARVEST PRICE (Rs per Quintal),GROUNDNUT HARVEST PRICE (Rs per Quintal),SEASMUM HARVEST PRICE (Rs per Quintal),RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal),CASTOR HARVEST PRICE (Rs per Quintal),LINSEED HARVEST PRICE (Rs per Quintal),SUGARCANE GUR HARVEST PRICE (Rs per Quintal),COTTON KAPAS HARVEST PRICE (Rs per Quintal)
142,2012,10,Rajasthan,Barmer,2006.5,1268.0,1656.0,1407.0,1282.0,1202.0,1564.0,1576.0,3085.0,3687.5,4158.0,6791.0,2972.0,3417.0,3371.0,3340.5,5323.0
142,2013,10,Rajasthan,Barmer,2241.5,1345.0,1700.0,1417.0,1287.0,1270.0,1787.5,2089.0,3308.0,3900.0,3558.0,11480.0,3083.0,3737.0,4188.0,3444.0,4509.0
142,2014,10,Rajasthan,Barmer,2760.0,1372.0,1739.0,1599.0,1288.0,1255.0,1653.5,1499.0,3246.0,4705.0,3913.0,8488.0,3459.0,2931.0,1819.0,3436.0,4200.0
142,2015,10,Rajasthan,Barmer,2833.33,1412.0,1554.0,1742.0,1404.0,1372.5,1678.0,830.0,4015.0,7318.5,4629.0,6739.0,3971.0,3417.0,2444.0,3325.0,6250.0
142,2016,10,Rajasthan,Barmer,2564.33,1485.0,1629.0,1862.0,15772.0,1420.5,2084.0,1505.0,5232.5,4555.0,4043.0,6013.0,3665.0,3478.5,4100.0,3890.0,4700.0
143,2009,10,Rajasthan,Bharatpur,1671.0,1570.0,1106.0,1205.0,832.0,882.5,1040.0,1053.0,2266.0,3547.0,2859.0,5565.0,2470.0,2371.0,2800.0,2977.5,2965.0
143,2010,10,Rajasthan,Bharatpur,1774.0,1569.0,1099.0,1133.0,763.0,943.0,1100.0,1001.0,2196.0,3155.0,3056.0,5131.0,2473.0,2700.0,2549.5,2922.0,4018.0
143,2011,10,Rajasthan,Bharatpur,1750.0,1726.0,1179.0,993.0,836.0,1020.0,1131.0,1204.0,3680.0,4008.0,3507.0,5156.0,3549.0,3320.5,3212.5,2705.0,3810.0
143,2012,10,Rajasthan,Bharatpur,2236.0,1828.0,1447.0,1317.0,1132.0,816.0,1564.0,1176.0,3397.0,4047.0,3884.0,7677.0,3379.0,3070.0,3371.0,3160.0,5934.0
143,2013,10,Rajasthan,Bharatpur,2241.5,2380.0,1477.0,1290.0,1155.0,1420.0,1787.5,1148.0,3308.0,3952.0,3576.0,12283.0,3287.0,3131.5,3822.0,2890.0,6502.0
143,2014,10,Rajasthan,Bharatpur,2760.0,2389.0,1411.0,1498.0,1099.0,1183.0,1653.5,1157.0,3916.0,5180.0,3978.0,10268.0,3668.0,3267.0,3775.0,2905.0,5000.0
143,2015,10,Rajasthan,Bharatpur,2833.33,2239.0,1904.0,1664.0,1264.0,1372.5,1678.0,1458.0,5355.0,7243.0,3151.0,7429.0,3968.0,3279.0,4368.5,3270.0,4415.0
143,2016,10,Rajasthan,Bharatpur,2564.33,3410.0,1563.0,1735.0,1372.0,1420.5,2084.0,1433.0,5373.0,5690.0,4350.0,5797.0,3648.0,3478.5,4100.0,3260.0,5248.0
144,2009,10,Rajasthan,Bhilwara,3103.0,996.0,1315.0,869.0,874.0,1038.0,1040.0,1092.0,2210.0,5191.0,2642.0,6298.0,2522.0,2371.0,2800.0,3049.0,3372.0
144,2010,10,Rajasthan,Bhilwara,2995.0,1011.0,1223.0,909.0,886.0,961.0,1100.0,1043.0,2203.0,6173.0,2783.0,5436.0,2295.0,2700.0,2909.0,2913.0,4487.0
144,2011,10,Rajasthan,Bhilwara,3139.0,1020.5,1224.0,992.0,982.0,1070.0,1131.0,1143.0,3291.0,3260.0,3027.0,5568.0,3105.0,2018.0,3051.0,2948.0,5105.0
144,2012,10,Rajasthan,Bhilwara,2515.0,1268.0,1446.0,1158.0,1107.0,1273.0,1564.0,1186.0,2989.0,5174.0,4138.0,8585.0,3072.0,3456.0,3150.0,3245.0,4038.0
144,2013,10,Rajasthan,Bhilwara,3600.0,1345.0,1493.0,1189.0,1142.0,1347.0,1787.5,1143.0,3308.0,5200.0,3311.0,10152.0,3156.0,3604.0,4354.0,3327.0,4691.0
144,2014,10,Rajasthan,Bhilwara,2493.0,1372.0,1466.0,1199.0,1154.0,1337.0,1653.5,1187.0,3649.0,4705.0,3455.0,11995.0,3318.0,3217.0,3891.0,3227.0,4348.0
144,2015,10,Rajasthan,Bhilwara,1783.0,1412.0,1525.0,1385.0,1249.0,1455.0,1678.0,1517.0,5354.0,7318.5,4077.0,8716.0,3515.0,3212.0,2327.0,3569.0,4493.0
144,2016,10,Rajasthan,Bhilwara,1443.0,1485.0,1661.0,1384.0,1468.0,1514.0,2084.0,1391.0,4821.0,4555.0,4104.0,7453.0,3670.0,3175.0,3508.0,3791.0,4942.0
145,2009,10,Rajasthan,Bikaner,1671.0,964.0,1267.0,1061.0,1223.0,882.5,1040.0,1069.0,2488.0,3687.0,2780.0,5465.0,2148.0,2371.0,2800.0,2977.5,3113.0
145,2010,10,Rajasthan,Bikaner,1774.0,994.0,1164.0,2293.0,894.0,943.0,1100.0,993.0,2132.0,3508.0,2414.0,3927.0,2284.0,2700.0,2549.5,2889.0,4100.0
145,2011,10,Rajasthan,Bikaner,1750.0,1020.5,1280.0,1180.0,874.0,1020.0,1131.0,1224.0,3694.0,3260.0,2999.0,3534.0,3237.0,3320.5,3212.5,3031.0,4413.0
145,2012,10,Rajasthan,Bikaner,2075.0,1268.0,1499.0,1498.5,1285.0,1202.0,1564.0,1172.0,3335.0,3687.5,4859.0,8585.0,2768.0,3070.0,3371.0,3340.5,4561.0
145,2013,10,Rajasthan,Bikaner,2080.0,1345.0,1457.0,1419.5,1334.0,1270.0,1787.5,1105.0,3308.0,3900.0,3197.0,8204.0,2986.0,3131.5,3822.0,3444.0,4563.0
145,2014,10,Rajasthan,Bikaner,2760.0,1372.0,1443.0,1599.0,1295.0,1255.0,1653.5,1066.0,3581.0,4705.0,3599.0,8017.0,3297.0,3267.0,3775.0,3436.0,4390.0
145,2015,10,Rajasthan,Bikaner,2833.33,1412.0,1727.0,1675.5,1390.0,1372.5,1678.0,1371.0,5366.0,7318.5,3849.0,6188.0,3560.0,3279.0,4368.5,3325.0,4272.5
145,2016,10,Rajasthan,Bikaner,2564.33,1485.0,1629.0,1743.665,1590.0,1420.5,2084.0,1505.0,5232.5,4555.0,3955.0,5486.0,3665.0,3478.5,4100.0,3890.0,4837.0
146,2009,10,Rajasthan,Bundi,2732.0,964.0,1197.0,1265.0,1182.0,965.0,1040.0,1042.0,2237.0,3687.0,2065.0,5574.0,2369.0,2371.0,3105.0,2977.5,2965.0
146,2010,10,Rajasthan,Bundi,1862.0,994.0,1132.0,1002.0,858.0,938.0,1100.0,1008.0,2173.0,3508.0,2775.0,4951.0,2340.0,2700.0,2734.0,2435.0,4018.0
146,2011,10,Rajasthan,Bundi,1646.0,1020.5,1148.0,931.0,808.0,1057.0,1131.0,1116.0,3356.0,3260.0,2640.0,5031.0,3244.0,3320.5,2898.0,2586.0,3810.0
146,2012,10,Rajasthan,Bundi,2976.0,1830.0,1508.0,1498.5,1294.0,1390.0,1564.0,1124.0,3193.0,3687.5,4158.0,7958.0,3165.0,3070.0,3371.0,2771.0,3996.0
146,2013,10,Rajasthan,Bundi,3192.0,1345.0,1564.0,1419.5,1318.0,1239.0,1787.5,1173.0,3308.0,3900.0,3400.0,11042.0,3161.0,3131.5,3822.0,3500.0,4509.0
146,2014,10,Rajasthan,Bundi,1615.0,1372.0,1400.0,2295.0,1251.0,1278.0,1653.5,1151.0,3696.0,4705.0,4540.0,10395.0,3558.0,3267.0,3775.0,3436.0,4200.0
146,2015,10,Rajasthan,Bundi,2231.0,1412.0,1623.0,1803.0,1444.0,1429.0,1678.0,1410.0,4975.0,9160.0,5023.0,7485.0,3747.0,3279.0,4368.5,3325.0,4272.5
147,2009,10,Rajasthan,Chittorgarh,3290.0,964.0,1259.0,960.0,902.0,920.0,1040.0,1029.0,2247.0,3687.0,2837.0,5914.0,2143.0,2371.0,2291.0,2500.0,3303.0
147,2010,10,Rajasthan,Chittorgarh,3225.0,994.0,1006.0,844.0,938.0,904.0,1100.0,902.0,2045.0,2425.0,2856.0,5582.0,2275.0,2700.0,2000.0,2766.0,4493.0
147,2011,10,Rajasthan,Chittorgarh,3465.0,1020.5,1170.0,1203.0,1032.0,992.0,1131.0,1176.0,3048.0,2625.0,3142.0,6443.0,3291.0,3320.5,3187.0,2870.0,4106.0
147,2012,10,Rajasthan,Chittorgarh,3570.0,1268.0,1449.0,1065.0,1249.5,1260.0,1564.0,1194.0,3092.0,3687.5,4390.0,7676.0,3358.0,3070.0,3200.0,2898.0,3996.0
147,2013,10,Rajasthan,Chittorgarh,3155.0,1345.0,1449.0,1287.0,1317.5,1176.0,1787.5,1145.0,3308.0,4273.0,3530.0,11013.0,3269.0,3131.5,3925.0,3162.0,4745.0
147,2014,10,Rajasthan,Chittorgarh,3061.0,1372.0,1350.0,1550.0,1288.0,1215.0,1653.5,1150.0,3398.0,4705.0,3869.0,11226.0,3388.0,3267.0,3800.0,3223.0,4225.0
147,2015,10,Rajasthan,Chittorgarh,2958.0,1412.0,1562.0,1576.0,1351.0,1334.0,1678.0,1378.0,5389.0,5575.0,4336.0,10221.0,3963.0,3279.0,5168.0,3302.0,4337.0
147,2016,10,Rajasthan,Chittorgarh,2845.0,1485.0,1552.0,1395.0,1400.0,1375.0,2084.0,1337.0,4761.0,5293.0,3944.0,7941.0,3113.0,3478.5,4062.0,3254.0,4480.0
148,2009,10,Rajasthan,Churu,1671.0,964.0,1250.0,1016.0,1032.0,882.5,1040.0,933.0,2491.0,3687.0,3416.0,5500.0,2205.0,2371.0,2800.0,2977.5,2965.0
148,2010,10,Rajasthan,Churu,1774.0,994.0,1217.0,1150.0,805.0,943.0,1100.0,1230.0,2108.0,3508.0,2600.0,4266.0,2083.0,2700.0,2549.5,2889.0,4018.0
148,2011,10,Rajasthan,Churu,1750.0,1020.5,1353.0,1180.0,850.0,1020.0,1131.0,1210.0,3750.0,3260.0,3500.0,4450.0,3175.0,3320.5,3212.5,3031.0,3810.0
148,2012,10,Rajasthan,Churu,2006.5,1268.0,1537.0,1498.5,850.0,1202.0,1564.0,1150.0,3230.0,3687.5,3500.0,4450.0,2964.0,3070.0,3371.0,3340.5,3996.0
148,2013,10,Rajasthan,Churu,2241.5,1345.0,1578.0,1419.5,1300.0,1270.0,1787.5,1162.0,3308.0,3900.0,3708.0,9500.0,3243.0,3131.5,3822.0,3444.0,4509.0
148,2014,10,Rajasthan,Churu,2760.0,1372.0,1578.0,1599.0,1282.0,1255.0,1653.5,1162.0,2829.0,4705.0,3750.0,10100.0,3243.0,3267.0,3775.0,3436.0,4200.0
148,2015,10,Rajasthan,Churu,2833.33,1412.0,1592.0,1675.5,1233.0,1372.5,1678.0,1451.0,5786.0,7318.5,4613.0,6522.0,3729.0,3279.0,4368.5,3325.0,4272.5
148,2016,10,Rajasthan,Churu,2564.33,1485.0,1751.0,1743.665,1475.0,1420.5,2084.0,1384.0,4971.0,4555.0,4283.0,5843.0,3450.0,3478.5,4100.0,3890.0,5000.0
149,2009,10,Rajasthan,Dungarpur,1947.0,1406.0,1134.0,952.0,960.0,1014.0,1040.0,1011.0,2351.0,3687.0,2275.0,5893.0,2030.0,2371.0,2800.0,2540.0,2965.0
149,2010,10,Rajasthan,Dungarpur,1759.0,1015.0,1176.0,952.0,962.0,881.0,1100.0,1008.0,2270.0,3508.0,2856.0,5997.0,1889.0,2700.0,2549.5,3475.0,4018.0
149,2011,10,Rajasthan,Dungarpur,1796.0,1068.0,1245.0,952.0,964.0,970.0,1131.0,1110.0,3589.0,3260.0,3175.0,5790.0,2823.0,3320.5,3212.5,3038.0,3810.0
149,2012,10,Rajasthan,Dungarpur,2013.0,1344.0,1430.0,1080.0,960.0,1111.0,1564.0,1231.0,3267.0,3687.5,3330.0,5827.0,2894.0,3070.0,3371.0,3765.0,3996.0
149,2013,10,Rajasthan,Dungarpur,2233.0,1432.0,1422.0,1254.0,1141.0,1278.0,1787.5,1285.0,3308.0,3900.0,3450.0,6268.0,2803.0,3131.5,3822.0,4349.0,4509.0
149,2014,10,Rajasthan,Dungarpur,2193.0,1390.0,1580.0,1125.0,1192.0,1328.0,1653.5,1472.0,3617.0,4705.0,4053.0,7935.0,3763.0,3267.0,3775.0,5372.0,4200.0
149,2015,10,Rajasthan,Dungarpur,2477.0,1664.0,1451.0,1300.0,1310.0,1372.0,1678.0,1428.0,4481.0,7318.5,4773.0,8404.0,3696.0,3279.0,4368.5,3325.0,4272.5
149,2016,10,Rajasthan,Dungarpur,2328.0,1511.0,1567.0,1265.0,1170.0,1453.0,2084.0,1535.0,4546.0,4555.0,5947.0,5536.0,3602.0,3478.5,4100.0,5187.0,4837.0
150,2009,10,Rajasthan,Ganganagar,1671.0,964.0,1124.0,1016.0,1077.0,882.5,1040.0,900.0,2360.0,3687.0,2750.0,5814.0,2106.0,2371.0,2800.0,2977.5,2965.0
150,2010,10,Rajasthan,Ganganagar,1774.0,994.0,1160.0,1150.0,822.0,943.0,1100.0,1063.0,2209.0,3508.0,2856.0,4550.0,2339.0,2700.0,2549.5,2889.0,4265.0
150,2011,10,Rajasthan,Ganganagar,1750.0,1020.5,1279.0,1180.0,922.0,1020.0,1131.0,1211.0,3430.0,3260.0,3288.0,4600.0,3142.0,3320.5,3212.5,3031.0,4638.0
150,2012,10,Rajasthan,Ganganagar,2006.5,1425.0,1441.0,1498.5,1247.0,1202.0,1564.0,1106.0,3151.0,3687.5,5125.0,7835.0,3096.0,3070.0,3371.0,3800.0,4613.0
150,2013,10,Rajasthan,Ganganagar,1583.0,1345.0,1526.0,1419.5,1277.0,1270.0,1787.5,1262.0,3308.0,3900.0,3781.0,8180.0,3404.0,3131.5,3822.0,3444.0,4778.0
150,2014,10,Rajasthan,Ganganagar,2760.0,1372.0,1567.0,1599.0,1182.0,1255.0,1653.5,1304.0,3437.0,4705.0,3913.0,8150.5,3758.0,3267.0,3775.0,3436.0,4537.0
150,2015,10,Rajasthan,Ganganagar,2833.33,1412.0,1568.0,1675.5,1352.0,1372.5,1678.0,1380.0,5193.0,7318.5,4248.0,6806.0,3839.0,3279.0,4368.5,3325.0,4400.0
150,2016,10,Rajasthan,Ganganagar,2564.33,1485.0,1629.0,1743.665,1387.0,1420.5,2084.0,1442.0,5352.0,4555.0,4350.0,6125.0,3485.0,3478.5,4100.0,3890.0,4658.0
151,2009,10,Rajasthan,Jaipur,1671.0,964.0,1252.0,1069.0,882.0,908.0,1040.0,1070.0,2234.0,3687.0,2178.0,5423.0,2246.0,2371.0,2800.0,2977.5,2965.0
151,2010,10,Rajasthan,Jaipur,1774.0,994.0,1139.0,1081.0,808.0,927.0,1100.0,1060.0,2109.0,3508.0,2640.0,5120.0,2305.0,2700.0,2549.5,2889.0,4018.0
151,2011,10,Rajasthan,Jaipur,1750.0,1020.5,1266.0,1032.0,802.0,1048.0,1131.0,1245.0,3296.0,3508.0,3078.0,4600.0,3277.0,4255.0,3212.5,2789.0,3810.0
151,2012,10,Rajasthan,Jaipur,2006.5,1268.0,1477.0,1399.0,1094.0,1199.0,1564.0,1251.0,3123.0,3048.0,4464.0,6973.0,3199.0,4350.0,3150.0,3050.0,3996.0
151,2013,10,Rajasthan,Jaipur,2241.5,1345.0,1546.0,1250.0,1125.0,1270.0,1787.5,1145.0,3308.0,6000.0,3350.0,6550.0,3017.0,4500.0,3000.0,3181.0,4509.0
151,2014,10,Rajasthan,Jaipur,2760.0,1372.0,1724.0,1900.0,1130.0,1350.0,1653.5,1171.0,3574.0,5205.0,3710.0,8200.0,3538.0,4855.0,3100.0,3436.0,4200.0
151,2015,10,Rajasthan,Jaipur,2833.33,1412.0,1506.0,1730.0,1310.0,1690.0,1678.0,1428.0,4481.0,7318.5,4320.0,7100.0,3696.0,3279.0,4368.5,3325.0,4272.5
151,2016,10,Rajasthan,Jaipur,2564.33,1485.0,1732.0,1738.0,1311.0,1667.0,2084.0,1440.0,5012.0,6000.0,4153.0,7645.0,3651.0,3478.5,4100.0,3890.0,4837.0
152,2009,10,Rajasthan,Jaisalmer,1671.0,964.0,1196.0,1016.0,902.0,882.5,1040.0,1007.0,2342.0,3687.0,2750.0,5814.0,2305.0,2371.0,2800.0,2977.5,2965.0
152,2010,10,Rajasthan,Jaisalmer,1774.0,994.0,1200.0,1150.0,938.0,943.0,1100.0,1041.5,2315.0,3508.0,2856.0,4550.0,2400.0,2700.0,2549.5,2889.0,4018.0
152,2011,10,Rajasthan,Jaisalmer,1750.0,1020.5,1219.0,1180.0,1032.0,1020.0,1131.0,1145.0,3313.0,3260.0,3288.0,4600.0,3092.5,3320.5,3212.5,3031.0,3810.0
152,2012,10,Rajasthan,Jaisalmer,2006.5,1268.0,1428.0,1498.5,1249.5,1202.0,1564.0,1221.0,3453.0,3687.5,4158.0,6604.0,3225.5,3070.0,3371.0,3340.5,3996.0
152,2013,10,Rajasthan,Jaisalmer,2241.5,1345.0,1511.0,1419.5,1317.5,1270.0,1787.5,1232.5,3308.0,3900.0,3781.0,8180.0,3255.0,3131.5,3822.0,3444.0,4509.0
152,2014,10,Rajasthan,Jaisalmer,2760.0,1372.0,1513.0,1599.0,1288.0,1255.0,1653.5,1238.0,3586.0,4705.0,3913.0,8150.5,3468.0,3267.0,3775.0,3436.0,4200.0
152,2015,10,Rajasthan,Jaisalmer,2833.33,1412.0,1568.0,1675.5,1351.0,1372.5,1678.0,1428.0,4481.0,7318.5,4248.0,6806.0,3696.0,3279.0,4368.5,3325.0,4272.5
153,2009,10,Rajasthan,Jalore,1671.0,964.0,1521.0,1016.0,1043.0,1000.0,1040.0,1157.0,2342.0,3687.0,2400.0,5814.0,2279.0,2457.0,2800.0,2977.5,2965.0
153,2010,10,Rajasthan,Jalore,1774.0,994.0,1586.0,957.0,1043.0,1000.0,1100.0,1271.0,2800.0,3508.0,2400.0,4450.0,2607.0,2700.0,2549.5,2889.0,6900.0
153,2011,10,Rajasthan,Jalore,1750.0,1020.5,1314.0,1014.0,914.0,1000.0,1131.0,1100.0,3200.0,3260.0,3614.0,4600.0,2943.0,3566.0,3212.5,3031.0,6750.0
153,2012,10,Rajasthan,Jalore,2006.5,1268.0,1678.0,1133.0,1217.0,1217.0,1564.0,1288.0,3000.0,3687.5,3575.0,7144.0,3211.0,3500.0,3371.0,3340.5,3000.0
153,2013,10,Rajasthan,Jalore,2241.5,1345.0,1956.0,1389.0,1400.0,1550.0,1787.5,1522.0,3308.0,3900.0,4014.0,8789.0,3067.0,3778.0,3822.0,3444.0,4833.0
153,2014,10,Rajasthan,Jalore,2760.0,1372.0,1889.0,1588.0,1367.0,1417.0,1653.5,1533.0,3350.0,4705.0,4157.0,9256.0,3283.0,3439.0,3775.0,3436.0,7680.0
153,2015,10,Rajasthan,Jalore,2833.33,1412.0,1933.0,1793.0,1386.0,1500.0,1678.0,1778.0,3500.0,7318.5,3957.0,6886.0,3311.0,3028.0,4368.5,3325.0,6100.0
153,2016,10,Rajasthan,Jalore,2564.33,1485.0,1989.0,1667.0,1500.0,1617.0,2084.0,1556.0,4883.0,4555.0,4388.0,5444.0,3389.0,3867.0,4100.0,3890.0,6150.0
154,2009,10,Rajasthan,Jhalawar,1665.0,964.0,1220.0,1283.0,902.0,894.0,1040.0,1076.0,2338.0,3687.0,2368.0,5646.0,2184.0,2371.0,2054.0,2977.5,2965.0
154,2010,10,Rajasthan,Jhalawar,2120.0,994.0,1188.0,1138.0,840.0,913.0,1100.0,833.0,2135.0,3508.0,2826.0,5036.0,2104.0,2700.0,2900.0,2889.0,6170.0
154,2011,10,Rajasthan,Jhalawar,2533.0,1020.5,1145.0,1212.0,868.0,965.0,1131.0,1095.0,3223.0,3260.0,3457.0,4271.0,3244.0,3320.5,3293.0,3031.0,7010.0
154,2012,10,Rajasthan,Jhalawar,2800.0,1268.0,1495.0,2292.0,1306.0,1335.0,1564.0,1182.0,3279.0,3687.5,4753.0,9183.0,3278.0,3070.0,3365.0,3340.5,3996.0
154,2013,10,Rajasthan,Jhalawar,4349.0,1345.0,1473.0,2338.0,910.0,1211.0,1787.5,1380.0,3308.0,3900.0,4313.0,9061.0,2889.0,3131.5,2433.0,3444.0,4509.0
154,2014,10,Rajasthan,Jhalawar,3008.0,1372.0,1491.0,1815.0,1500.0,1163.0,1653.5,1211.0,4106.0,4705.0,4341.0,8563.0,3459.0,3267.0,3295.0,3436.0,4200.0
154,2015,10,Rajasthan,Jhalawar,2623.0,1412.0,1568.0,1817.0,1500.0,1322.0,1678.0,1428.0,4481.0,7318.5,4195.0,7399.0,3696.0,3279.0,4368.5,3325.0,4272.5
154,2016,10,Rajasthan,Jhalawar,1768.0,1485.0,1629.0,2117.0,1400.0,1419.0,2084.0,1505.0,5232.5,4555.0,4405.0,8900.0,3665.0,3478.5,4100.0,3890.0,4837.0
155,2009,10,Rajasthan,Jhunjhunu,1671.0,964.0,1161.0,1016.0,936.0,882.5,1040.0,1089.0,2302.0,3687.0,2750.0,5814.0,2383.0,2371.0,2800.0,2977.5,2965.0
155,2010,10,Rajasthan,Jhunjhunu,1774.0,994.0,1143.0,1150.0,747.0,943.0,1100.0,1080.0,2136.0,3508.0,2856.0,4550.0,2344.0,2700.0,2549.5,2889.0,4018.0
155,2011,10,Rajasthan,Jhunjhunu,1750.0,1020.5,1237.0,1180.0,785.0,1020.0,1131.0,1297.0,3678.0,3260.0,2650.0,4600.0,3224.0,3320.5,3212.5,3031.0,3810.0
155,2012,10,Rajasthan,Jhunjhunu,2006.5,1268.0,1420.0,1498.5,1103.0,1202.0,1564.0,1172.0,3105.0,3687.5,3543.0,6604.0,3075.0,3070.0,3371.0,3340.5,3996.0
155,2013,10,Rajasthan,Jhunjhunu,2241.5,1345.0,1452.0,1419.5,1161.0,1270.0,1787.5,1189.0,3308.0,3900.0,3897.0,8180.0,2994.0,3131.5,3822.0,3444.0,4509.0
155,2014,10,Rajasthan,Jhunjhunu,2760.0,1372.0,1465.0,1599.0,1122.0,1255.0,1653.5,1187.0,3870.0,4705.0,4117.0,8150.5,3375.0,3267.0,3775.0,3436.0,4200.0
155,2015,10,Rajasthan,Jhunjhunu,2833.33,1412.0,1642.0,1675.5,1238.0,1372.5,1678.0,1428.0,5698.0,7318.5,4022.0,6806.0,3888.0,3279.0,4368.5,3325.0,4272.5
155,2016,10,Rajasthan,Jhunjhunu,2564.33,1485.0,1725.0,1743.665,1400.0,1420.5,2084.0,1456.0,5555.0,4555.0,46771.0,6125.0,3449.0,3478.5,4100.0,3890.0,4837.0
156,2009,10,Rajasthan,Jodhpur,1671.0,964.0,1500.0,1189.0,1105.0,1041.0,1040.0,1095.0,2190.0,3687.0,2591.0,5681.0,2275.0,2690.0,2800.0,2977.5,2981.0
156,2010,10,Rajasthan,Jodhpur,1774.0,994.0,1434.0,1273.0,1134.0,943.0,1100.0,1141.0,2216.0,3508.0,2386.0,5780.0,2174.0,2700.0,2549.5,2889.0,2818.0
156,2011,10,Rajasthan,Jodhpur,1750.0,1020.5,1385.0,1302.0,997.0,1223.0,1131.0,1178.0,2914.0,3260.0,4448.0,5324.0,3406.0,3592.0,3212.5,3031.0,4679.0
156,2012,10,Rajasthan,Jodhpur,2006.5,1268.0,1750.0,1500.0,1300.0,1600.0,1564.0,1275.0,2850.0,3687.5,5000.0,7500.0,3450.0,4500.0,3371.0,3340.5,4500.0
156,2013,10,Rajasthan,Jodhpur,2241.5,1345.0,1893.0,1535.0,1305.0,1390.0,1787.5,1367.0,3308.0,3900.0,3840.0,9742.0,3432.0,4615.0,3822.0,3444.0,4331.0
156,2014,10,Rajasthan,Jodhpur,2760.0,1372.0,1856.0,1424.0,1249.0,1410.0,1653.5,1436.0,3957.0,4705.0,3900.0,9440.0,3728.0,4189.0,3775.0,3436.0,4480.0
156,2015,10,Rajasthan,Jodhpur,2833.33,1412.0,2052.0,1656.0,1344.0,1640.0,1678.0,1558.0,5069.0,7318.5,3926.0,6737.0,4246.0,3057.0,4368.5,3325.0,4928.0
156,2016,10,Rajasthan,Jodhpur,2564.33,1485.0,2075.0,1859.0,1589.0,1538.0,2084.0,1529.0,4791.0,4555.0,4409.0,6476.0,3898.0,3478.5,4100.0,3890.0,5082.0
157,2009,10,Rajasthan,Kota,1585.0,964.0,1185.0,1143.0,902.0,946.0,1040.0,1044.0,2244.0,2780.0,2242.0,5605.0,2408.0,2371.0,2602.0,2977.5,2965.0
157,2010,10,Rajasthan,Kota,1776.0,994.0,1165.0,1078.0,938.0,960.0,1100.0,1040.0,2044.0,2780.0,2544.0,5263.0,2340.0,2700.0,2733.0,2889.0,4018.0
157,2011,10,Rajasthan,Kota,1405.0,1020.5,1186.0,1508.0,1032.0,1047.0,1131.0,1166.0,3593.0,4403.0,3040.0,5447.0,3500.0,3320.5,3529.0,2990.0,3810.0
157,2012,10,Rajasthan,Kota,2024.0,1268.0,1467.0,2104.0,1249.5,1240.0,1564.0,1193.0,3374.0,4922.0,3059.0,8101.0,3332.0,3070.0,3733.0,3147.0,3996.0
157,2013,10,Rajasthan,Kota,2250.0,1345.0,1507.0,2256.0,1317.5,1298.0,1787.5,1183.0,3308.0,7281.0,3052.0,10478.0,3255.0,3131.5,3700.0,3451.0,4509.0
157,2014,10,Rajasthan,Kota,2066.0,1372.0,1485.0,2849.0,1288.0,1554.0,1653.5,1182.0,3610.0,7397.0,2693.0,8902.0,3741.0,3267.0,4086.0,3440.0,4200.0
157,2015,10,Rajasthan,Kota,2382.0,1412.0,1522.0,2667.0,1351.0,1373.0,1678.0,1239.0,3734.0,8076.0,3903.0,6950.0,3717.0,3279.0,4152.0,3941.0,4272.5
157,2016,10,Rajasthan,Kota,2304.0,1485.0,1629.0,2885.0,1400.0,1622.0,2084.0,1505.0,5232.5,4555.0,5423.0,6908.0,3665.0,3478.5,4100.0,3890.0,4837.0
158,2009,10,Rajasthan,Nagaur,1671.0,964.0,1439.0,1219.0,1009.0,1138.0,1040.0,1109.0,2360.0,3687.0,2839.0,6421.0,2157.0,2371.0,2800.0,2977.5,3113.0
158,2010,10,Rajasthan,Nagaur,1774.0,994.0,1314.0,1454.0,849.0,982.0,1100.0,1137.0,2076.0,3508.0,2851.0,5018.0,2245.0,2700.0,2549.5,2889.0,4137.0
158,2011,10,Rajasthan,Nagaur,1750.0,1020.5,1425.0,1147.0,783.0,859.0,1131.0,1254.0,3220.0,3260.0,3393.0,4508.0,3002.0,3320.5,3212.5,3031.0,3692.0
158,2012,10,Rajasthan,Nagaur,2006.5,1268.0,1645.0,1540.0,1298.0,1097.0,1564.0,1207.0,3048.0,3687.5,4786.0,8966.0,3067.0,3070.0,3371.0,3340.5,4046.0
158,2013,10,Rajasthan,Nagaur,2241.5,1345.0,1654.0,1422.0,1239.0,1389.0,1787.5,1291.0,3308.0,3900.0,3486.0,11697.0,3014.0,3131.5,3822.0,3444.0,5012.0
158,2014,10,Rajasthan,Nagaur,2760.0,1372.0,1710.0,2018.0,1243.0,1172.0,1653.5,1385.0,3661.0,4705.0,3717.0,9548.0,3425.0,3267.0,3775.0,3436.0,4370.0
